Company,Employee_ID,Department_ID,Branch_ID,Age,Gender_Code,Experience_Years,Education_Level,Job_Level,Salary_INR,Bonus_INR,Overtime_Hours,Training_Hours,Projects_Assigned,Projects_Completed,Performance_Score,Attendance_Percent,Leaves_Taken,Late_Logins,Promotion_Count,Client_Rating,Sales_Target,Sales_Achieved,Customer_Tickets,Resolved_Tickets,Work_Hours_Month,Manager_ID,Team_Size,Travel_Days,Remote_Work_Days,Office_Floor,Desk_Number,Laptop_Age_Months,Certification_Count,Monthly_KPI
Wipro,100579,13,101,59,1,35,1,9,3431366,319783,24,288,19,7,4,94.28,22,36,5,1.55,4752503,2581029,228,488,216,1053,20,5,12,13,6157,41,7,62.38
SAP,100580,23,152,30,1,7,4,10,1053391,96241,25,112,17,18,4,79.2,18,15,4,1.34,2276388,2318779,494,227,143,1597,8,19,18,10,1062,19,8,96.94
HCLTech,100581,25,153,49,1,22,1,2,2236040,194642,15,96,11,9,4,90.37,3,7,0,2.75,1485679,1778885,253,273,211,1576,3,4,9,4,7528,12,10,63.93
Capgemini,100582,5,116,48,1,27,3,3,2767316,267895,20,75,18,7,4,87.72,21,16,3,2.96,965170,1021284,264,31,123,1199,16,19,12,8,6123,29,9,72.2
SAP,100583,7,174,35,0,8,4,6,1120019,103024,51,224,24,24,3,90.7,15,2,0,1.27,2569135,1221136,260,142,228,1055,29,16,15,5,9160,62,6,89.51
Capgemini,100584,10,154,56,0,34,5,10,3285793,374771,54,178,4,11,5,73.87,13,5,2,2.24,2575300,2715214,171,54,151,1464,8,7,9,14,8509,33,0,50.35
Microsoft,100585,1,172,40,1,19,5,5,2017515,130488,30,207,15,18,3,80.53,17,6,4,4.78,3941167,2764104,243,3,202,1495,23,7,0,2,9396,32,10,99.68
Salesforce,100586,5,122,47,0,25,1,2,2475118,151392,25,85,4,23,3,70.7,28,33,1,1.31,3124473,3826705,34,87,185,1377,16,2,18,13,9107,25,5,65.52
Accenture,100587,29,132,46,0,18,2,1,1884614,188975,58,240,13,20,5,79.89,18,30,2,3.41,2360679,5242484,133,166,155,1463,20,20,1,2,1172,19,1,67.98
Apple,100588,3,103,46,0,24,4,3,2373772,261776,6,191,15,16,5,77.48,27,8,1,2.1,2539949,1157374,23,27,213,1403,15,19,0,18,6519,52,7,95.08
Salesforce,100589,11,167,27,1,8,5,8,1057249,110920,9,12,2,6,3,79.63,22,6,5,1.92,4431560,5451189,166,220,148,1577,23,8,0,3,5423,33,12,62.44
Adobe,100590,17,138,58,1,34,5,2,3320452,67660,34,101,15,3,1,77.5,11,39,1,3.25,2570037,4700080,57,192,125,1358,2,13,0,13,8832,23,6,80.9
TCS,100591,3,134,33,0,10,1,6,1147072,68764,15,247,8,15,1,96.46,3,1,1,1.19,1479973,5445872,263,243,207,1211,20,2,14,4,5175,3,7,63.11
IBM,100592,13,115,34,1,8,1,7,1150752,79721,38,255,14,13,3,79.79,4,31,3,2.85,4140037,3024273,46,456,164,1369,13,1,21,3,2201,69,0,56.24
NVIDIA,100593,29,141,43,1,18,5,10,2028286,149258,57,213,19,0,3,90.02,10,34,5,3.73,165115,4495471,133,446,216,1573,20,11,10,7,6473,58,0,87
Adobe,100594,1,146,23,0,0,2,9,368275,47170,29,128,7,4,1,98.49,30,24,5,2.46,702870,1030519,34,243,130,1534,29,3,3,2,8943,18,0,65.31
IBM,100595,6,117,64,0,34,5,2,3334090,274363,29,132,25,0,4,89.12,25,28,5,1.05,1561326,5469343,71,258,187,1491,23,1,18,9,7885,37,2,88.68
Apple,100596,2,166,39,0,20,5,8,2200259,219168,13,25,9,3,4,74.79,4,9,4,3.77,4084289,3830459,219,399,171,1036,26,3,0,12,9741,18,8,75.11
Alphabet,100597,9,172,42,0,17,1,10,1847854,121240,16,80,22,25,2,80.41,6,2,0,1.21,136146,200775,476,125,198,1571,3,15,22,11,3291,17,0,81.32
Accenture,100598,24,139,51,0,29,4,3,2852934,199953,12,218,18,8,3,91.5,16,0,1,1.48,2585560,2099891,372,337,135,1157,4,2,20,6,6685,53,1,82.14
TCS,100599,9,102,21,1,2,1,2,418948,50073,7,26,3,7,2,81.74,4,12,5,1.24,4350655,3613992,479,223,125,1005,19,16,22,18,8643,62,8,83.29
TCS,100600,16,113,45,0,16,1,7,1830483,147635,13,172,15,4,3,84.66,8,10,2,2.26,438033,1081166,396,142,201,1364,12,2,8,9,9034,16,15,73.83
Accenture,100601,14,111,34,1,12,1,10,1289250,146537,27,64,21,15,4,87.7,23,37,5,3.86,682945,4685744,454,14,130,1204,21,0,11,6,8883,44,15,79.59
Alphabet,100602,10,126,39,1,9,4,4,1254093,143294,8,184,10,3,4,93.94,13,35,5,2.07,909220,2118590,203,144,200,1515,6,16,0,16,7689,27,6,90.82
HCLTech,100603,18,169,47,1,27,5,2,2640032,86708,42,5,9,11,1,92.75,24,17,0,4.35,461549,3095398,379,432,211,1180,19,11,2,19,8657,66,1,52.7
Cisco,100604,3,173,47,0,28,3,3,2839980,134854,48,50,10,10,2,76.69,28,0,5,2.71,1419556,5425905,373,157,131,1346,25,9,16,5,4491,19,4,69.77
Cisco,100605,25,177,36,1,7,5,5,881423,94815,9,118,10,16,3,72.86,6,16,0,2.23,664825,3515602,224,163,158,1533,28,17,3,3,5960,37,13,76.98
Apple,100606,28,163,38,1,13,5,8,1615146,93813,29,4,20,9,2,79.5,23,24,1,2.5,3256075,4103525,53,69,153,1153,9,0,22,1,6217,31,0,61.38
Salesforce,100607,15,162,47,1,28,5,10,2843663,177360,52,70,10,25,3,97.75,19,16,0,4.32,3235372,1240519,278,336,197,1073,22,3,6,19,5188,53,9,81.59
Capgemini,100608,20,114,48,1,24,5,3,2510429,288627,2,24,4,11,5,97.3,17,32,1,3.27,362992,424052,114,280,158,1277,13,7,8,9,1569,12,7,56.13
Capgemini,100609,11,149,27,1,4,2,9,692227,48566,20,183,25,14,2,74.06,29,8,5,3.93,2903640,2238583,253,427,146,1391,24,11,12,13,1910,30,2,57.18
Intel,100610,11,124,30,0,1,4,8,408706,70372,50,112,8,7,4,90.79,30,40,2,3.81,1363694,1279126,51,254,153,1351,6,0,10,10,9163,10,1,76.22
Infosys,100611,28,165,32,0,6,1,10,809966,105314,15,208,13,18,5,98.25,9,13,1,3.93,1638178,5111500,77,292,234,1520,6,4,22,9,7617,70,5,65.12
Adobe,100612,17,159,33,1,6,2,4,751584,73121,13,108,4,18,3,85.08,19,20,3,1.09,154219,2173923,41,463,162,1542,3,16,22,16,4792,54,12,55.62
Adobe,100613,18,174,42,0,16,1,10,1708965,151388,16,154,12,17,4,80.9,9,12,5,4.07,4036689,5475480,322,50,218,1255,27,12,5,18,3952,46,8,62.35
Capgemini,100614,17,142,59,0,32,2,4,3273789,97556,55,295,10,17,1,93.76,4,15,2,2.85,2659225,4872274,432,483,171,1182,29,4,12,17,5379,50,10,80.21
IBM,100615,11,129,43,0,17,4,6,1841460,126415,44,80,4,24,3,93.68,15,34,3,4.31,3004522,5169154,319,106,188,1253,2,7,0,1,3239,20,1,57.14
Amazon,100616,29,133,48,1,29,4,3,2934329,317438,33,123,18,7,5,86.19,10,10,0,1.53,1008196,3134888,388,178,181,1346,28,11,21,5,3732,63,5,86.39
Adobe,100617,1,174,39,0,17,5,8,1766181,78835,17,212,25,5,2,82.76,8,20,0,2.28,259416,629445,351,469,183,1327,9,16,10,17,8685,26,14,91.55
Meta,100618,11,178,26,1,4,1,5,667777,63268,23,206,9,20,3,80.3,3,21,1,2.36,585110,2445112,268,385,155,1544,27,12,14,6,6880,16,11,67.95
SAP,100619,4,132,51,1,32,4,9,3274226,290413,2,212,14,19,4,81.66,15,37,1,4.29,2814418,2882316,300,194,197,1186,21,0,22,13,7503,17,3,87.41
Oracle,100620,3,149,37,1,10,1,3,1236850,96542,52,100,7,12,3,73.47,25,27,0,4.07,1771539,1098199,387,344,151,1510,9,1,1,19,7288,43,8,93.68
IBM,100621,11,104,40,1,16,2,5,1693163,62374,46,62,2,19,1,76.03,0,24,3,3.78,4300374,2732345,312,184,139,1226,21,18,1,13,8199,26,8,89.84
Intel,100622,14,170,52,1,26,5,6,2547617,133356,21,129,22,14,2,72.84,6,22,0,3.63,4163784,5310588,12,268,148,1151,19,0,14,19,5588,47,0,56.91
Infosys,100623,14,157,40,1,19,1,6,1944079,125014,12,297,8,19,2,84.04,15,19,4,3.6,2432849,507278,96,170,129,1344,19,14,16,12,4370,2,9,93.84
Amazon,100624,29,115,52,0,25,2,5,2522501,228489,15,300,11,17,4,84.43,22,5,0,3.08,4462110,2557503,276,366,190,1395,18,0,16,16,9750,54,9,99.74
Microsoft,100625,4,112,28,0,9,2,9,1107401,58861,17,233,12,19,2,80.54,30,9,0,3.08,3337169,3334597,59,100,222,1444,12,18,10,19,3386,69,2,63.13
IBM,100626,19,135,52,1,26,5,9,2719986,123776,44,283,24,4,2,75.53,13,10,3,1.82,3855365,2536378,96,298,142,1116,10,17,6,15,5908,5,6,94.11
HCLTech,100627,18,124,25,1,4,1,1,743984,82161,52,182,3,3,5,80.72,28,10,3,3.56,2247049,4991629,80,133,230,1390,13,13,18,4,6499,49,10,78.76
Accenture,100628,25,166,42,0,21,4,5,2182025,48039,51,158,9,21,1,94.91,27,25,2,1.16,3012908,1836354,186,190,153,1470,14,17,10,7,1291,20,8,66.83
Adobe,100629,20,162,45,0,20,4,8,2045632,143519,28,2,14,22,3,88.13,19,1,4,4.12,2649814,4018134,386,150,202,1599,5,12,18,6,1238,48,15,99.16
Salesforce,100630,18,161,28,0,3,5,5,605132,77118,43,122,11,19,5,92.35,23,29,1,2.5,4996842,4431697,169,342,157,1301,24,19,10,17,3043,17,5,51.12
Amazon,100631,30,125,40,1,13,2,10,1423477,144575,12,164,2,14,4,84.03,25,12,1,1.65,1734277,2427534,328,305,238,1083,14,17,15,9,3272,71,7,97.09
Cisco,100632,11,142,31,1,12,4,8,1511727,194782,7,136,21,15,5,81.67,24,14,3,2.04,486955,1776575,57,163,164,1564,7,1,9,18,1637,53,0,51.31
Alphabet,100633,2,102,40,0,12,2,1,1485414,138812,42,115,13,4,3,86.95,15,39,1,1.93,1482643,4569947,325,48,121,1321,10,16,6,10,1125,22,3,99.14
IBM,100634,24,166,56,1,28,5,8,2838397,114234,0,197,16,4,2,85.39,26,26,2,1.41,558151,2626882,59,184,122,1136,6,6,22,18,4753,51,4,93.29
SAP,100635,14,154,51,0,30,4,5,2941764,187620,26,200,22,0,3,84.94,29,7,0,2.95,4667151,369707,415,192,238,1512,9,16,12,5,4861,19,15,63.29
Infosys,100636,1,125,25,0,1,2,3,350136,36275,52,0,7,0,2,70.19,20,13,0,4.21,2297191,607223,395,134,180,1434,20,8,6,19,6577,18,1,69.99
Wipro,100637,26,151,27,0,3,4,1,540624,75252,40,113,16,7,3,79.3,17,6,5,4.99,4010303,445101,211,131,142,1517,17,6,0,9,5705,20,12,71.52
Accenture,100638,29,159,25,1,5,1,10,723164,35901,55,192,16,16,2,73.64,16,32,2,3.98,1714676,149432,218,76,124,1023,20,20,9,16,4254,44,8,52.39
Wipro,100639,27,164,26,1,1,2,2,488657,57107,52,242,5,19,4,76.59,16,24,2,5,879033,3431242,352,91,176,1288,6,17,10,18,9383,28,8,59.2
Cisco,100640,16,138,29,1,8,2,10,1165152,87912,11,61,4,7,3,87.12,22,35,5,1.73,3954606,1094683,349,247,147,1169,26,18,5,5,7285,53,12,61.62
Adobe,100641,13,136,21,1,0,1,1,349546,47849,10,44,21,15,5,99.87,0,12,2,1.76,3192294,4044277,176,179,157,1463,19,11,13,18,9310,47,14,91.35
Capgemini,100642,11,166,24,0,4,2,8,741308,69237,45,78,19,16,3,82.99,22,14,3,4.53,3884295,2640225,452,41,195,1364,22,4,0,14,7766,19,14,66.37
HCLTech,100643,28,165,32,1,9,1,6,1179539,141926,46,90,24,3,4,75.37,24,20,1,4.79,4757998,3676680,425,246,137,1168,18,14,16,19,5664,2,1,59.13
Wipro,100644,24,115,57,0,34,5,1,3486979,256989,33,220,9,16,3,98.25,25,36,2,1.52,3419035,2261652,359,111,130,1147,12,15,15,8,8383,53,5,80.23
Oracle,100645,18,122,42,1,13,1,8,1422087,71803,19,153,10,9,1,80.84,29,28,5,2.94,3770184,1135043,285,397,192,1173,19,15,6,17,8761,1,13,50.65
Cisco,100646,2,169,34,1,14,5,1,1626309,109488,28,86,3,23,2,77.51,13,14,5,2.4,1942997,2123422,242,497,217,1146,25,17,20,6,7418,26,14,85.35
Intel,100647,28,170,51,1,32,3,8,3211932,359841,21,33,23,6,5,84.12,20,15,1,1.71,3715447,3511956,339,429,188,1495,19,12,21,9,8652,50,8,89.26
Cisco,100648,18,105,29,1,6,5,7,770021,61847,5,17,24,7,1,83.89,2,24,0,3.48,351760,5268821,488,83,181,1268,25,13,16,3,7077,27,1,88.29
Tesla,100649,15,103,61,0,35,3,6,3539114,362954,28,115,7,13,5,87.5,16,8,5,1.28,2725491,2752108,377,269,222,1310,3,16,10,12,1433,51,10,92.74
IBM,100650,27,178,53,1,34,4,6,3287142,280395,14,251,8,14,4,88.45,10,14,2,2.81,3272399,3080135,220,487,165,1280,6,18,3,16,7632,22,4,98.02
Cisco,100651,19,134,45,1,24,5,2,2383876,139940,54,116,9,7,2,99.02,13,22,3,4.67,4063824,4559336,30,54,144,1397,5,8,17,14,8056,23,2,54.01
Microsoft,100652,13,176,51,0,26,5,3,2623040,280051,47,246,20,22,5,93.43,9,6,0,3.56,3165586,570285,487,352,204,1442,22,16,16,20,7560,9,15,98.26
Apple,100653,1,170,21,0,2,3,5,414443,17570,40,28,22,10,2,96.71,7,12,2,2.87,3497955,3063558,402,115,207,1597,19,6,7,20,5499,22,4,91.78
Meta,100654,29,112,53,1,33,4,3,3299666,348795,19,161,9,22,5,87.41,14,18,4,3.06,919545,3087552,7,476,240,1010,12,16,6,4,3312,35,10,50.78
Wipro,100655,26,161,32,0,11,1,8,1397323,67747,57,200,15,24,1,94.94,17,28,4,4.33,1329044,316840,456,411,201,1171,17,2,3,17,3903,27,6,78.02
Intel,100656,20,173,30,0,4,3,1,563952,53157,52,118,24,5,4,82.48,23,7,2,1.96,1971852,1747621,428,6,153,1512,12,2,10,18,1013,19,4,69.52
Capgemini,100657,13,148,36,0,8,3,5,1086703,114798,1,53,24,18,4,70.02,20,35,5,2.08,1018863,1295351,236,465,133,1238,21,18,13,11,5321,52,8,88.24
NVIDIA,100658,14,139,65,0,35,5,7,3446311,354760,59,14,10,11,5,84.99,17,21,4,4.21,3324166,1437943,242,77,229,1216,6,1,4,7,6187,65,15,56.88
HCLTech,100659,26,115,39,0,17,5,10,1834907,108080,56,221,22,22,2,75.54,0,33,4,2.07,1787967,3310487,125,466,130,1408,25,3,2,14,7330,47,9,77.09
Wipro,100660,10,132,47,0,19,4,8,1945679,230378,23,264,11,25,5,83.9,13,15,2,2.06,1653511,2812053,266,456,239,1451,6,17,22,14,9336,27,9,93.95
Accenture,100661,9,161,33,1,13,3,9,1555537,63261,51,235,23,4,2,87.5,2,5,5,4.85,1151351,1110479,19,379,222,1090,2,1,4,20,8947,14,5,63.77
Alphabet,100662,23,159,33,0,11,5,10,1233389,134051,24,191,21,16,4,75.28,7,39,3,4.85,4838644,893161,84,183,129,1218,13,3,10,17,2960,52,2,92.44
Apple,100663,22,100,26,1,4,5,10,657271,114346,41,102,4,10,5,93.11,12,30,2,1.49,2478680,2240098,16,453,123,1101,26,2,4,6,2591,72,8,51.57
Apple,100664,8,148,49,0,25,5,2,2677354,205882,5,269,2,15,3,93.89,12,20,1,1.73,2435064,2125640,155,375,167,1452,12,15,21,4,1735,20,11,50.05
Alphabet,100665,19,129,49,0,26,3,6,2758975,140057,29,124,16,9,2,98.9,6,32,5,3.86,3160781,4345657,17,32,148,1320,30,19,9,18,2182,58,4,69.12
Apple,100666,23,149,43,0,18,2,2,2015940,146636,2,163,16,21,3,90.92,22,32,5,1.77,3979646,1738438,456,255,179,1301,19,11,19,2,9407,27,15,57
Oracle,100667,27,171,40,0,15,5,4,1563917,136709,38,123,12,13,3,77.8,27,36,4,4.09,1839978,933212,40,444,184,1560,16,9,15,19,1562,30,13,80.32
Intel,100668,5,138,36,0,7,1,2,921078,68630,14,273,24,25,3,97.83,28,8,2,3.3,4935335,1831463,340,19,232,1237,2,4,2,16,9375,35,1,70.93
SAP,100669,3,140,36,0,9,3,6,1174864,165067,55,290,23,18,5,89.75,6,37,1,1.52,2341676,204496,109,222,132,1265,21,12,7,4,9122,72,14,96.63
Intel,100670,11,111,30,1,11,5,10,1382414,114279,53,281,13,7,3,78.47,27,19,4,4.26,4755987,3896400,281,443,124,1377,19,12,18,18,6605,58,14,80.39
SAP,100671,25,170,47,1,19,5,8,2148193,87436,46,293,21,6,1,97.63,12,10,2,4.04,189597,3399523,103,384,165,1267,10,3,19,1,2803,63,5,79.19
NVIDIA,100672,10,134,38,1,10,3,4,1233091,76779,20,52,23,21,3,84.44,26,19,4,2.96,4205046,1351806,186,216,161,1372,14,6,16,20,5122,63,13,65.67
Tesla,100673,22,120,50,1,21,4,1,2316496,186776,30,96,10,10,3,81.97,10,2,2,2.85,606768,3928692,38,321,130,1405,30,14,22,15,9165,69,11,80.9
Intel,100674,6,178,29,0,3,1,5,647371,42949,30,40,22,24,1,87.22,19,38,3,1.3,2855629,2021846,13,157,230,1418,18,5,1,6,9870,62,3,77.14
Intel,100675,21,165,53,0,25,4,2,2627128,72689,16,140,6,6,1,79.11,6,2,5,3.11,1440798,986991,158,322,185,1144,17,3,21,18,7573,53,8,71.92
Adobe,100676,8,138,44,1,24,3,9,2436725,119336,10,274,22,12,2,86.34,23,10,0,1.79,4964633,3859117,412,246,198,1095,21,15,1,10,3343,52,15,63.36
IBM,100677,29,146,34,1,13,2,7,1490457,121088,16,203,9,3,3,74.89,11,28,3,2.83,3192806,4865392,339,282,166,1125,2,7,4,11,9948,44,4,75.26
Amazon,100678,15,122,38,1,8,3,5,1027426,77894,43,153,9,5,2,75.38,11,8,4,3.98,935145,2697630,441,341,193,1421,16,10,22,4,7249,23,4,50.7
Cisco,100679,4,106,35,1,5,2,4,778190,56167,36,208,19,5,1,99.08,4,4,4,3.59,4894864,594304,50,172,153,1262,22,6,18,14,7659,44,0,86.54
Microsoft,100680,21,142,54,0,29,2,9,2904443,194955,40,40,22,5,3,72.82,3,20,5,1.96,4230285,4555200,235,387,208,1013,2,2,11,6,4618,50,5,90.81
Intel,100681,22,152,39,1,15,2,4,1555062,133432,5,261,5,18,4,77.96,3,25,1,3.23,4984515,3639144,168,289,179,1319,15,18,18,11,8937,40,5,57.96
NVIDIA,100682,20,137,28,0,1,1,4,461323,32526,59,205,13,17,3,85.28,9,23,1,4.51,2885880,4634422,115,447,180,1249,10,14,15,18,1805,34,13,95.7
Oracle,100683,15,129,48,1,20,4,8,2134300,72640,60,13,24,1,1,71.09,30,31,4,2.77,3959016,3149634,151,207,198,1028,26,12,17,4,2556,32,3,87
Cisco,100684,23,123,30,1,9,3,6,1207326,95029,44,191,5,13,2,78.87,23,15,5,1.13,4132873,1714966,488,89,233,1477,6,11,12,12,8658,12,6,66.89
Infosys,100685,13,131,48,0,22,4,5,2305461,190070,12,79,4,5,4,72.57,29,15,4,3.92,2529716,4316847,55,22,205,1090,24,3,0,16,9152,57,0,80.9
Tesla,100686,17,134,42,0,17,5,2,1965913,111354,20,84,22,5,2,99.02,6,28,1,4.2,2048030,1898861,421,471,212,1394,2,4,5,2,7675,50,15,50.17
Infosys,100687,3,173,64,1,34,2,9,3490546,294192,28,116,5,3,4,94.52,9,40,3,2.05,4061455,5146430,475,288,218,1408,19,8,21,5,1005,24,10,95.98
Tesla,100688,4,145,48,1,29,4,3,3047348,63041,14,179,15,9,1,79.78,14,17,2,4.2,3074747,3507314,167,392,201,1532,22,4,19,11,8549,8,7,53.14
Apple,100689,19,112,35,1,5,1,8,784538,65034,21,192,14,4,3,73.96,24,25,4,3.36,4677194,4835835,339,304,236,1154,27,20,13,17,7460,69,9,68.53
Wipro,100690,6,102,31,0,12,3,8,1291517,64741,42,34,8,14,1,80.52,7,26,2,1.08,2841212,4507279,76,23,228,1478,26,9,15,15,3703,16,1,52.09
Wipro,100691,9,163,60,0,32,5,3,3288127,137658,38,269,12,16,2,96.64,22,17,5,1.26,3471745,2552145,38,342,188,1272,9,11,17,8,8600,68,7,75.02
Amazon,100692,6,144,53,0,24,3,6,2431102,275108,15,34,2,24,5,98.99,2,10,0,1.66,4111538,1385859,48,309,177,1022,19,9,17,1,8752,45,14,56.67
IBM,100693,30,167,35,1,16,3,4,1826419,132288,12,112,17,25,3,81.08,24,25,0,3.52,2408632,4957832,30,316,197,1234,5,4,8,11,3739,60,0,97.95
Capgemini,100694,22,172,35,0,9,3,10,1148491,118373,34,82,24,3,5,89.06,20,1,4,4.63,4293473,2426582,395,494,124,1127,29,17,3,10,5696,18,12,76.34
Intel,100695,3,114,41,0,17,2,4,1753406,128310,27,18,3,5,3,86.51,15,5,0,4.15,1258619,2588954,93,279,134,1063,25,7,11,9,9659,46,10,98.52
Cisco,100696,27,136,50,1,20,5,5,2103520,125181,49,33,15,3,2,97.36,9,39,4,4.5,4944268,3680280,176,465,185,1205,20,16,5,10,5610,69,13,86.87
Accenture,100697,26,136,51,0,29,2,6,3046373,122914,11,200,12,24,2,94.34,14,2,5,3.9,1460700,3299343,325,426,211,1064,9,18,22,14,8408,31,13,83.34
Alphabet,100698,10,104,56,0,31,3,10,3039314,201481,58,272,19,10,3,87.86,19,2,3,4.23,2666835,5373140,386,162,200,1194,6,15,0,4,6547,61,15,58.93
Apple,100699,18,153,39,1,11,2,7,1416850,174161,18,193,8,3,5,86.69,10,12,2,1.83,3681524,4097705,187,274,144,1449,20,19,16,17,6411,35,3,58.41
Cisco,100700,11,138,34,1,8,5,3,1096663,78776,50,92,6,4,3,94.22,10,9,3,4.24,1865632,757764,353,8,132,1281,15,2,14,1,5549,61,7,63.52
SAP,100701,24,171,32,1,6,1,3,840415,57763,34,22,2,2,1,90.96,15,13,2,3,3182139,3868299,205,350,121,1496,28,12,19,5,9305,50,4,86.88
Apple,100702,13,131,52,0,26,4,4,2741548,300649,23,10,13,4,5,71.79,9,0,1,1.88,381973,5378621,186,126,132,1264,12,12,13,19,5582,28,11,93.04
IBM,100703,1,125,62,1,34,3,3,3288445,98536,51,47,9,21,1,85.98,19,12,5,3.44,776743,2913672,466,179,199,1172,5,8,6,10,9016,66,12,62.9
Intel,100704,20,180,21,1,0,3,6,265839,34595,43,234,15,15,3,71.08,2,17,5,2.33,834849,2770076,146,444,120,1121,24,8,11,3,8170,42,8,55.61
Amazon,100705,3,168,52,1,24,2,10,2411135,272838,46,29,17,6,5,83.82,21,38,2,1.48,293556,1369157,383,160,153,1363,28,14,10,18,4787,37,3,88
Infosys,100706,27,121,42,1,15,1,6,1678883,180306,21,72,10,21,5,95.96,3,37,5,4.53,3786960,1740243,474,429,181,1576,28,5,11,7,4042,42,4,63.85
Tesla,100707,6,133,34,0,5,4,6,798473,31062,33,222,13,21,1,77.27,4,12,1,1.35,3811066,1400254,225,426,165,1189,21,15,8,16,8035,22,5,89.85
Apple,100708,20,159,56,1,32,4,5,3148974,291392,39,205,25,13,4,99.42,10,4,4,3.76,814052,1666226,145,278,153,1240,20,10,4,14,8838,17,12,56.83
Intel,100709,27,172,42,1,16,5,8,1828662,230513,7,262,15,0,5,73.37,3,39,4,2.03,544147,1150607,263,140,202,1050,3,1,9,4,2061,62,5,57.07
Adobe,100710,28,162,59,0,33,2,10,3327379,141053,33,63,12,1,2,78.49,16,17,1,4.53,4766778,922330,205,205,220,1330,17,7,5,12,6780,47,9,79.01
Wipro,100711,2,138,39,1,13,1,8,1558513,135543,50,190,10,3,4,77.36,27,16,4,4.41,4091715,3764587,441,226,140,1463,23,12,7,3,9256,66,4,54.61
NVIDIA,100712,20,111,55,0,26,2,6,2555411,165240,44,149,10,3,3,99.46,1,26,1,4.31,817970,2870237,333,427,233,1436,4,3,17,1,7952,35,0,69.77
Microsoft,100713,20,140,35,1,15,4,9,1748907,216162,27,167,11,10,5,85.02,15,4,4,4.69,1160661,871937,357,447,157,1581,11,20,16,9,6969,20,12,57.26
Amazon,100714,11,141,53,1,24,5,2,2415392,97175,22,39,18,23,1,97.83,9,33,0,1.51,2016442,624493,58,195,185,1004,3,12,0,17,1704,1,2,92.14
Adobe,100715,25,171,55,1,31,5,8,3057204,186805,29,94,19,4,3,72.59,6,37,0,1.67,2727284,68996,170,6,173,1011,30,5,22,8,8059,69,10,81.83
Capgemini,100716,3,129,26,1,5,4,5,787806,105104,2,16,2,5,4,87.02,0,31,4,2.21,1007829,2209261,421,267,219,1381,22,7,18,18,1873,67,5,81.74
Cisco,100717,8,161,60,1,31,1,7,3191847,225099,5,117,25,25,3,88.36,29,20,2,1.38,2727528,2275168,225,35,208,1589,22,12,14,10,5980,49,3,91.11
Infosys,100718,19,102,39,0,18,5,9,2024318,229018,56,115,7,3,5,92.86,11,24,3,3.36,4517040,4775006,208,497,127,1247,8,9,20,12,4371,45,6,78.84
Apple,100719,20,131,40,0,20,5,1,2013955,82173,35,239,14,20,2,92.5,2,16,2,3.41,2795137,1973376,293,96,127,1197,22,7,15,18,2245,54,2,56.61
Infosys,100720,17,178,28,1,0,5,6,230948,39525,18,252,8,19,1,76.56,15,14,4,4.23,4198521,3275505,32,188,159,1005,3,20,11,15,1455,50,11,94.95
Meta,100721,18,111,56,0,26,1,1,2759497,55402,8,198,10,4,1,98.42,29,23,4,1.02,464859,2861754,338,312,187,1104,14,10,18,11,4867,60,10,59.99
Salesforce,100722,15,134,57,1,35,4,5,3442250,82805,9,104,1,2,1,97.17,15,3,2,1.09,4441315,5442069,200,419,130,1523,15,19,8,8,6176,31,14,63.63
Microsoft,100723,21,115,31,0,6,3,5,825640,61038,12,68,11,1,1,88.84,13,7,3,3.36,4922338,2388871,111,114,176,1363,14,0,17,8,8130,36,6,91.55
Salesforce,100724,20,162,26,0,6,3,4,807250,98190,2,8,22,21,4,90.25,1,33,1,2.29,3454662,1618865,332,140,137,1121,29,14,4,18,8011,8,11,58.89
Salesforce,100725,1,133,31,0,5,3,1,813309,115015,9,84,17,15,5,82.83,1,40,4,3.82,1176651,2764423,39,347,238,1019,4,2,17,4,1656,59,4,70.83
NVIDIA,100726,18,167,30,0,5,5,9,698991,54973,31,222,12,15,2,84.19,1,6,2,1.12,1036054,2550284,24,245,142,1293,14,4,12,8,6281,15,13,64.77
Salesforce,100727,3,173,50,1,28,1,1,2852596,319279,38,204,9,24,5,80.29,20,28,5,3.09,3471016,1088101,254,478,238,1292,2,3,2,14,7751,39,8,59.73
Intel,100728,22,103,47,1,28,3,6,2898477,237143,13,44,2,25,4,85.92,10,27,1,1.37,4884820,1584402,437,455,197,1094,12,6,3,10,7639,17,1,71.57
Salesforce,100729,11,103,42,0,15,2,4,1790117,77254,53,236,11,9,2,71.31,30,32,4,4.34,1576605,1134173,124,201,206,1598,16,2,21,13,2828,36,8,90.7
Accenture,100730,4,145,24,0,4,1,6,613923,54495,38,254,6,1,2,89.44,26,14,1,1.17,2416404,1505715,300,230,155,1153,25,12,10,6,2173,30,9,77.89
Microsoft,100731,9,151,37,1,14,2,6,1649893,103603,44,142,21,15,2,87.24,18,33,5,1.77,4537688,4602138,123,347,165,1125,10,12,19,7,9918,38,8,80.5
IBM,100732,28,145,55,0,29,1,3,3005750,265817,26,231,9,22,4,87.84,27,10,1,3.69,2826752,747790,356,192,150,1065,21,5,18,8,1828,27,13,55.27
Intel,100733,30,141,40,1,17,1,9,1839255,192861,51,2,24,17,4,81.22,14,10,3,3.98,2933279,2216499,157,337,238,1120,29,6,9,12,7852,55,10,69.72
